City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,luena,-11.7833,19.9167,292.25,94,95,1.03,AO,1707082197
279,dunaivtsi,48.8891,26.8564,277.23,96,100,7.39,UA,1707082198
280,diego de almagro,-26.3667,-70.05,300.49,38,13,4.75,CL,1707082198
281,rawson,-43.3002,-65.1023,305.99,15,15,13.76,AR,1707082198
282,tosontsengel,48.7567,98.2839,245.14,100,100,0.22,MN,1707082198
283,tromso,69.6496,18.957,272.16,59,75,3.09,NO,1707082198
284,grenaa,56.4158,10.8783,278.27,93,100,11.65,DK,1707082198
285,coronel du graty,-27.6804,-60.9146,312.74,21,97,4.47,AR,1707082198
286,konarka,19.9,86.1167,294.37,85,0,2.72,IN,1707082199
287,kostomuksha,64.571,30.5767,264.84,95,100,4.02,RU,1707082199
288,hasaki,35.7333,140.8333,274.42,61,100,3.74,JP,1707082199
289,saudarkrokur,65.7461,-19.6394,260.82,86,88,2.29,IS,1707082199
290,saint peter,13.25,-59.6167,299.46,73,92,5.85,BB,1707082199
291,anserma,5.3328,-75.7911,291.29,88,98,1.13,CO,1707082200
292,hilongos,10.3744,124.7497,296.76,89,14,2.18,PH,1707082200
293,darzab,35.9774,65.3783,273.42,51,24,3.08,AF,1707082201
294,nasir,15.5894,32.5634,294.15,14,11,7.56,SD,1707082209
295,eufaula,31.8913,-85.1455,283.33,91,100,3.09,US,1707082209
296,mount isa,-20.7333,139.5,298.02,73,32,3.09,AU,1707082209
297,woolgoolga,-30.1106,153.2007,299.28,77,83,5.46,AU,1707082210
298,vorkuta,67.5,64.0,256.84,94,100,0.14,RU,1707082210
299,mumford,5.2618,-0.759,299.59,83,53,1.85,GH,1707082210
300,vanimo,-2.6741,141.3028,299.22,90,100,1.76,PG,1707082211
301,djambala,-2.5447,14.7533,295.32,85,100,1.84,CG,1707082211
302,urangan,-25.3,152.9,299.93,84,77,2.68,AU,1707082211
303,gamba,-2.65,10.0,299.6,86,100,2.74,GA,1707082211
304,beloyarskiy,63.7119,66.6722,243.5,100,88,1.43,RU,1707082212
305,paraiso,9.8383,-83.8656,299.31,58,74,1.55,CR,1707081945
306,tuy hoa,13.0833,109.3,294.91,93,62,1.25,VN,1707082212
307,kargil,34.5667,76.1,255.49,87,75,3.28,IN,1707082212
308,sisimiut,66.9395,-53.6735,252.12,94,97,3.14,GL,1707082213
309,korla,41.7597,86.1469,267.49,73,100,2.76,CN,1707082213
310,uhrichsville,40.3931,-81.3465,285.24,32,0,2.57,US,1707082213
311,frontera,26.9333,-101.45,298.89,13,0,4.47,MX,1707082214
312,mizan teferi,6.9833,35.5833,290.0,93,71,0.75,ET,1707082214
313,erenhot,43.6475,111.9767,260.05,96,98,3.08,CN,1707082214
314,bodo,67.28,14.405,274.17,64,20,7.2,NO,1707082214
315,usinsk,65.9939,57.5281,245.97,100,29,1.34,RU,1707082214
316,kashgar,39.4547,75.9797,270.71,80,75,1.0,CN,1707082215
317,motru,44.8033,22.9719,281.52,75,67,4.45,RO,1707082215
318,puerto carreno,6.189,-67.4859,302.48,66,100,3.2,CO,1707082215
319,nanao,37.05,136.9667,276.08,75,100,4.39,JP,1707082215
320,floro,61.5996,5.0328,276.13,65,75,10.29,NO,1707082215
321,lahad datu,5.0268,118.327,296.83,95,90,1.97,MY,1707082216
322,susuman,62.7833,148.1667,244.25,99,100,1.34,RU,1707082216
323,kaohsiung,22.6163,120.3133,296.12,86,75,1.03,TW,1707081996
324,san patricio,28.017,-97.5169,298.2,36,0,9.52,US,1707082216
325,el alto,-4.2714,-81.2147,300.96,72,54,3.62,PE,1707082217
326,codrington,-38.2667,141.9667,289.68,65,90,6.6,AU,1707082217
327,angaur state,6.906,134.13,300.73,83,89,8.19,PW,1707082217
328,luderitz,-26.6481,15.1594,291.91,86,4,2.92,NA,1707082217
329,bukama,-9.2,25.85,294.77,97,100,0.95,CD,1707082218
330,monte alegre,-2.0078,-54.0692,302.34,59,59,1.93,BR,1707082218
331,nova sintra,14.8667,-24.7167,294.37,70,0,4.5,CV,1707082218
332,fort st. john,56.2499,-120.8529,272.09,47,20,1.54,CA,1707082219
333,yaren,-0.5472,166.916,302.26,76,99,6.78,NR,1707081919
334,darwin,-12.4611,130.8418,301.14,85,20,4.63,AU,1707081940
335,nefteyugansk,61.0998,72.6035,257.34,96,100,3.32,RU,1707082219
336,tangalle,6.024,80.7911,297.24,88,94,4.63,LK,1707082220
337,cestos city,5.46,-9.5828,300.44,86,77,3.05,LR,1707082220
338,smirnykh,49.75,142.8333,251.5,95,5,2.71,RU,1707082221
339,melekeok village,7.4957,134.6367,300.67,79,100,7.39,PW,1707082221
340,bamboo flat,11.7,92.7167,299.2,78,36,1.03,IN,1707082222
341,kavaratti,10.5669,72.642,300.76,72,30,5.03,IN,1707082222
342,chonchi,-42.6128,-73.8092,299.71,41,1,1.77,CL,1707082223
343,gaya,24.7833,85.0,288.1,67,75,1.54,IN,1707082224
344,punta del este,-34.9667,-54.95,295.21,66,40,7.72,UY,1707082026
345,kapuskasing,49.4169,-82.4331,279.2,60,20,2.57,CA,1707082050
346,smidovich,48.6,133.8167,241.26,100,66,0.65,RU,1707082224
347,nuuk,64.1835,-51.7216,262.49,62,100,6.17,GL,1707082225
348,grand falls-windsor,48.9332,-55.6649,273.43,94,100,4.02,CA,1707082225
349,chivhu,-19.0211,30.8922,289.89,75,54,2.51,ZW,1707082226
350,ushtobe,45.2514,77.9838,266.79,83,98,1.68,KZ,1707082226
351,dhuusamarreeb,5.535,46.3861,295.63,76,89,7.0,SO,1707082226
352,hithadhoo,-0.6,73.0833,301.31,78,59,6.02,MV,1707082227
353,ormara,25.2088,64.6357,294.92,61,5,4.74,PK,1707082227
354,kulhudhuffushi,6.6221,73.07,300.45,78,55,4.23,MV,1707082228
355,khandyga,62.6667,135.6,228.96,100,71,0.72,RU,1707082228
356,oriximina,-1.7656,-55.8661,302.14,66,87,2.0,BR,1707082229
357,dapaong,10.8639,0.205,299.32,14,93,3.93,TG,1707082229
358,santana,-0.0583,-51.1817,304.25,70,20,4.63,BR,1707082229
359,birecik,37.0294,37.9903,279.71,93,100,1.6,TR,1707082230
360,usogorsk,63.4106,48.6872,257.96,95,100,3.84,RU,1707082231
361,trairi,-3.2778,-39.2689,300.88,75,68,5.62,BR,1707082172
362,crane,31.3974,-102.3501,290.31,13,0,12.0,US,1707082232
363,inirida,3.8653,-67.9239,302.8,67,62,1.09,CO,1707082232
364,aegina,37.7467,23.4275,286.98,66,6,5.71,GR,1707082233
365,putyvl',51.3374,33.8707,273.73,90,55,6.67,UA,1707082233
366,palmas,-10.2128,-48.3603,304.08,70,75,0.0,BR,1707082233
367,napili-honokowai,20.9708,-156.6705,297.81,72,48,10.79,US,1707082234
368,labrador city,52.9463,-66.9114,262.1,52,75,1.54,CA,1707082234
369,burutu,5.3509,5.5076,300.16,76,99,3.21,NG,1707082234
370,solnechnyy,50.7214,136.6319,245.94,98,23,1.36,RU,1707082235
371,soio,-6.1349,12.3689,300.07,81,85,2.75,AO,1707082235
372,jefferson city,38.5767,-92.1735,284.29,66,100,4.77,US,1707082235
373,puerto leguizamo,-0.1934,-74.7819,300.13,90,78,0.2,CO,1707082236
374,binefar,41.8488,0.2968,278.58,63,62,1.05,ES,1707082236
375,kayangel,8.0823,134.7173,300.8,80,89,8.32,PW,1707082236
376,mersa matruh,31.3525,27.2453,286.87,65,0,4.49,EG,1707082236
377,island harbour,50.724,-1.2758,283.33,92,74,3.13,GB,1707082236
378,sola,-13.8833,167.55,301.52,89,75,0.0,VU,1707082237
379,yanchep,-31.55,115.6833,289.6,60,51,5.03,AU,1707082237
380,novodvinsk,64.4165,40.8122,265.01,93,100,4.25,RU,1707082237
381,ravar,31.2656,56.8055,276.94,41,0,0.23,IR,1707082237
382,bom jesus,-9.0744,-44.3586,301.77,53,73,2.45,BR,1707082237
383,karlskoga,59.3267,14.5239,272.77,80,91,3.95,SE,1707082238
384,arno,60.1167,18.6333,273.03,78,3,4.38,SE,1707082238
385,viqueque,-8.8673,126.3658,298.75,89,75,1.22,TL,1707082238
386,hancheng,32.5186,112.3522,268.41,94,98,0.54,CN,1707082238
387,sandnessjoen,66.0217,12.6316,271.21,93,40,1.03,NO,1707082239
388,xudat,41.631,48.681,277.69,68,58,4.59,AZ,1707082239
389,amalapuram,16.5833,82.0167,293.53,94,1,0.86,IN,1707082239
390,ponta delgada,37.7333,-25.6667,291.59,94,40,4.63,PT,1707082239
391,rongelap,11.1635,166.8941,299.52,73,100,7.9,MH,1707082239
392,taksimo,56.3444,114.8794,247.71,97,100,0.13,RU,1707082240
393,bayanhongor,46.7167,100.1167,247.08,87,22,1.96,MN,1707082240
394,karratha,-20.7377,116.8463,302.66,42,43,5.4,AU,1707082240
395,barcelos,41.5388,-8.6151,288.1,85,96,1.31,PT,1707081965
396,al 'aziziyah,32.9058,45.0616,286.16,43,9,3.69,IQ,1707082240
397,orange,33.7,-117.7675,291.29,66,75,6.17,US,1707081944
398,mili,6.0815,171.735,300.86,76,89,7.85,MH,1707082241
399,quesnel,52.9999,-122.5029,271.43,43,0,2.57,CA,1707082241
400,mont-laurier,46.5501,-75.4993,272.94,89,100,1.69,CA,1707082241
401,kingston,17.997,-76.7936,302.15,74,40,4.12,JM,1707082003
402,tulun,54.5611,100.5792,250.08,100,84,2.1,RU,1707082241
403,olavarria,-36.8927,-60.3225,303.33,11,5,3.76,AR,1707082241
404,chernyshevsk,52.5243,117.0174,243.5,100,99,0.17,RU,1707082241
405,dunedin,-45.8742,170.5036,292.48,67,28,2.68,NZ,1707082242
406,nalut,30.3333,10.85,282.97,60,1,4.15,LY,1707082242
407,upper grand lagoon,30.1633,-85.7408,288.16,86,75,5.14,US,1707082242
408,kencong,-8.2833,113.3667,297.03,93,100,1.23,ID,1707082242
409,carnarvon,-24.8667,113.6333,296.11,53,1,10.19,AU,1707082242
410,aregua,-25.3125,-57.3847,311.77,44,20,3.09,PY,1707082243
411,zeya,53.75,127.2667,245.09,99,61,1.0,RU,1707082243
412,al fashn,28.8243,30.8995,284.44,63,5,2.76,EG,1707082243
413,revda,56.801,59.9303,258.39,99,94,1.85,RU,1707082243
414,ixtapa,20.7,-105.2,299.39,57,0,5.14,MX,1707082121
415,wanning,18.8003,110.3967,294.95,94,3,2.54,CN,1707081946
416,coaticook,45.1334,-71.7991,271.02,95,100,2.41,CA,1707082244
417,touros,-5.1989,-35.4608,300.62,71,2,6.7,BR,1707082244
418,alliance,40.9153,-81.1059,284.27,46,0,3.06,US,1707081987
419,priargunsk,50.3691,119.1012,242.97,98,100,1.28,RU,1707082245
420,kalmunai,7.4167,81.8167,298.19,88,83,1.75,LK,1707082245
421,suomussalmi,64.8869,28.9078,264.76,93,100,5.31,FI,1707082245
422,salekhard,66.53,66.6019,256.74,97,100,2.36,RU,1707082245
423,veinticinco de mayo,-35.4323,-60.1727,305.66,10,97,3.18,AR,1707082245
424,la tuque,47.4334,-72.7824,271.29,59,91,2.06,CA,1707082246
425,igrim,63.1906,64.4162,246.98,100,89,2.03,RU,1707082246
426,ornskoldsvik,63.2909,18.7153,270.68,74,99,4.63,SE,1707082246
427,nogliki,51.8333,143.1667,250.56,93,12,3.58,RU,1707082246
428,revelstoke,50.9832,-118.2023,277.16,75,100,3.6,CA,1707082246
429,alesund,62.4723,6.1549,277.46,83,40,5.14,NO,1707082246
430,kununurra,-15.7667,128.7333,300.14,94,69,2.57,AU,1707082247
431,santa elena de uairen,4.6167,-61.1333,300.71,42,87,1.99,VE,1707082247
432,tazovsky,67.4667,78.7,258.68,96,100,3.29,RU,1707082248
433,tamanrasset,22.785,5.5228,283.57,18,0,5.98,DZ,1707082248
434,poronaysk,49.2167,143.1167,250.15,97,13,2.02,RU,1707082248
435,tazacorte,28.629,-17.9293,292.12,25,0,3.58,ES,1707082248
436,naha,26.2125,127.6811,295.53,91,75,9.77,JP,1707082249
437,glace bay,46.1969,-59.957,273.4,98,100,10.29,CA,1707082249
438,aykhal,66.0,111.5,244.91,99,86,3.2,RU,1707082249
439,wuwei,37.9281,102.6414,264.9,66,4,1.33,CN,1707082249
440,trancas,-26.2314,-65.2803,303.17,48,69,3.04,AR,1707082250
441,sihanoukville,10.6093,103.5296,298.12,94,40,1.03,KH,1707082250
442,boden,65.8252,21.6886,268.15,96,95,2.78,SE,1707082250
443,nova vicosa,-17.8919,-39.3719,298.86,83,31,3.27,BR,1707082250
444,nizhniy kuranakh,58.8353,125.4869,240.0,99,91,0.94,RU,1707082250
445,vadso,70.0744,29.7487,267.24,79,75,8.23,NO,1707082251
446,khovd,48.0056,91.6419,253.31,93,100,0.22,MN,1707082251
447,santiago del torno,-17.9833,-63.3833,307.25,33,65,1.99,BO,1707082251
448,murun-kuren,49.6342,100.1625,250.9,95,18,1.3,MN,1707082251
449,cabedelo,-6.9811,-34.8339,302.52,73,0,5.35,BR,1707082251
450,dul'durga,50.6761,113.5931,251.6,96,98,0.1,RU,1707082252
451,abong mbang,3.9833,13.1833,296.94,30,87,1.6,CM,1707082252
452,aktau,43.65,51.2,276.47,85,23,3.71,KZ,1707082169
453,beckley,37.7782,-81.1882,286.53,41,0,3.09,US,1707082252
454,anna regina,7.2644,-58.5077,299.68,84,78,3.49,GY,1707082252
455,hobyo,5.3505,48.5268,298.74,78,43,7.38,SO,1707082253
456,mokshan,53.4365,44.6132,273.5,91,99,6.77,RU,1707082253
457,valparaiso,-33.0393,-71.6273,295.37,65,75,5.14,CL,1707082253
458,zaigrayevo,51.8336,108.2703,252.21,98,100,0.46,RU,1707082253
459,winnemucca,40.973,-117.7357,276.18,56,100,5.66,US,1707082253
460,burgersdorp,-30.9977,26.3286,293.34,58,83,4.28,ZA,1707082253
461,sovetskiy,61.3614,63.5842,255.87,92,95,2.24,RU,1707082254
462,uyuni,-20.4597,-66.825,289.89,29,8,10.96,BO,1707082254
463,tumayr,25.7039,45.868,284.84,37,36,4.47,SA,1707082254
464,essaouira,31.5125,-9.77,287.87,44,40,1.54,MA,1707082254
465,banda aceh,5.5577,95.3222,298.26,85,73,4.34,ID,1707082254
466,al jawf,29.5,38.75,283.36,41,2,3.52,SA,1707082254
467,nichinan,31.6,131.3667,285.97,98,100,2.02,JP,1707082044
468,cill airne,52.05,-9.5167,283.46,86,98,4.42,IE,1707082255
469,palikir - national government center,6.9248,158.1611,300.56,78,100,7.72,FM,1707082255
470,kakinada,16.9333,82.2167,294.24,92,0,0.96,IN,1707082256
471,rikaze,29.25,88.8833,271.15,26,19,2.31,CN,1707082256
472,t'aebaek,37.1759,128.9889,272.97,98,100,8.12,KR,1707082256
473,beltran,-27.8291,-64.061,310.03,25,26,7.09,AR,1707082256
474,el calafate,-50.3408,-72.2768,292.88,41,87,8.2,AR,1707082256
475,mishan,45.55,131.8833,248.4,98,9,1.7,CN,1707082257
476,murzuq,25.9155,13.9184,284.47,46,0,4.09,LY,1707082257
477,howard springs,-12.497,131.047,301.1,94,2,3.15,AU,1707082258
478,awjilah,29.1081,21.2869,287.34,53,73,4.94,LY,1707082258
479,nikolayevsk-on-amure,53.1406,140.73,248.54,100,33,1.8,RU,1707082258
480,olinda,-8.0089,-34.8553,302.0,74,40,4.12,BR,1707082133
481,sarakhs,36.5449,61.1577,279.55,53,37,4.66,IR,1707082259
482,ciudad lazaro cardenas,17.9583,-102.2,300.64,55,0,5.9,MX,1707082259
483,hermiston,45.8404,-119.2895,286.16,64,0,5.14,US,1707082259
484,kuala terengganu,5.3302,103.1408,297.12,94,20,1.03,MY,1707082259
485,devils lake,48.1128,-98.8651,274.21,93,100,1.54,US,1707082260
486,zmiyevka,52.6697,36.3739,274.29,88,81,7.04,RU,1707082260
487,murray bridge,-35.1167,139.2667,289.89,59,90,7.68,AU,1707082260
488,greenville,35.6127,-77.3663,285.17,44,0,2.57,US,1707082253
489,nikel,69.4128,30.222,264.25,100,79,1.69,RU,1707082260
490,yarkovo,57.4028,67.0786,260.88,96,95,3.19,RU,1707082261
491,tshabong,-26.05,22.45,299.05,44,26,3.81,BW,1707082261
492,lazaro cardenas,17.9583,-102.2,300.64,55,0,5.9,MX,1707082262
493,maisi,43.0395,41.2621,274.45,98,100,1.56,GE,1707082262
494,sakaiminato,35.55,133.2333,278.14,93,75,9.77,JP,1707082262
495,kidal,18.4411,1.4078,290.68,13,0,5.67,ML,1707082263
496,ilabaya,-17.4208,-70.5133,296.89,66,10,3.67,PE,1707082263
497,peranampattu,12.9333,78.7167,291.67,91,72,0.7,IN,1707082263
498,katiola,8.1333,-5.1,303.5,18,91,1.69,CI,1707082264
499,sao joao da barra,-21.6403,-41.0511,301.2,88,100,3.59,BR,1707082264
500,kiama,-34.6833,150.8667,299.82,82,100,1.63,AU,1707082264
501,linxia chengguanzhen,35.6003,103.2064,268.73,76,13,1.71,CN,1707082264
502,dhidhdhoo,6.8833,73.1,300.59,77,40,4.14,MV,1707082264
503,namibe,-15.1961,12.1522,299.21,79,98,2.58,AO,1707082265
504,yoichi,43.2039,140.7703,270.81,71,92,4.8,JP,1707082265
505,torghay,49.6339,63.4981,272.02,94,97,8.67,KZ,1707082265
506,camalu,30.85,-116.0667,290.74,61,0,4.02,MX,1707082265
507,homosassa springs,28.8036,-82.5759,297.27,76,75,2.57,US,1707082265
508,ban na san,8.8004,99.3637,295.52,93,86,0.47,TH,1707082265
509,mareeba,-17.0,145.4333,297.55,91,99,0.42,AU,1707082266
510,beau vallon,-20.4189,57.6953,297.28,69,20,0.0,MU,1707082266
511,sharhorod,48.7383,28.085,275.76,95,100,7.35,UA,1707082266
512,firuzabad,28.8438,52.5707,276.02,50,15,2.39,IR,1707082266
513,malpica,43.3228,-8.8105,285.56,77,95,1.5,ES,1707082267
514,dazhong,33.1997,120.4578,269.15,96,80,5.15,CN,1707082267
515,lieksa,63.3167,30.0167,267.82,96,97,3.37,FI,1707082267
516,guerrero negro,27.9769,-114.0611,292.58,47,0,4.32,MX,1707082267
517,san borja,-14.8167,-66.85,305.95,56,32,1.53,BO,1707082268
518,merritt,50.1123,-120.7942,272.77,71,100,1.79,CA,1707082168
519,montepuez,-13.1256,38.9997,294.58,98,100,1.55,MZ,1707082268
520,launceston,-41.45,147.1667,292.68,82,85,4.63,AU,1707082268
521,tukrah,32.5341,20.5791,286.1,72,19,3.1,LY,1707082268
522,sitka,57.0531,-135.33,277.09,93,100,3.6,US,1707082269
523,bubaque,11.2833,-15.8333,299.44,74,0,4.62,GW,1707082269
524,rio preto da eva,-2.6994,-59.6997,301.29,79,95,1.51,BR,1707082269
525,huarmey,-10.0681,-78.1522,298.5,77,100,2.52,PE,1707082269
526,komsomolets,53.7453,62.0708,269.48,95,100,7.46,KZ,1707082270
527,hilo,19.7297,-155.09,297.18,88,100,3.6,US,1707082270
528,puerto armuelles,8.2833,-82.8667,304.14,68,64,2.24,PA,1707082270
529,katabu,-4.9333,122.5167,297.49,95,100,1.06,ID,1707082270
530,pikalevo,59.5183,34.1664,270.22,97,100,2.36,RU,1707082270
531,haapsalu,58.9431,23.5414,273.72,77,10,6.27,EE,1707082271
532,hadibu,12.65,54.0333,298.23,74,23,4.71,YE,1707082271
533,mena,51.5217,32.2157,274.35,97,96,6.79,UA,1707082271
534,coyhaique,-45.5752,-72.0662,298.12,27,0,2.06,CL,1707082271
535,falam,22.9167,93.6833,280.4,65,9,1.9,MM,1707082271
536,sankt johann,48.454,9.344,279.8,76,100,1.34,DE,1707082271
537,vernon,50.2581,-119.2691,276.27,89,100,2.06,CA,1707082005
538,cidreira,-30.1811,-50.2056,296.68,85,76,1.86,BR,1707082272
539,sicuani,-14.2694,-71.2261,288.25,52,96,1.57,PE,1707082272
540,pimentel,-6.8367,-79.9342,302.31,58,75,6.17,PE,1707082272
541,mirny,62.5353,113.9611,243.28,75,100,0.89,RU,1707082272
542,si satchanalai,17.5169,99.7598,292.83,38,4,1.23,TH,1707082273
543,san-pedro,4.7485,-6.6363,301.12,77,92,2.9,CI,1707082273
544,zuenoula,7.4292,-6.0431,300.19,21,100,1.31,CI,1707082273
545,machico,32.7,-16.7667,293.5,81,40,5.14,PT,1707082273
546,severobaykal'sk,55.65,109.3167,256.21,84,94,1.5,RU,1707082273
547,nizhnesortymskiy,62.4397,71.7603,253.59,98,100,3.93,RU,1707082274
548,ataq,14.5377,46.8319,289.63,86,13,3.51,YE,1707082274
549,rio vista,38.1558,-121.6913,289.01,83,99,13.72,US,1707082274
550,khilok,51.3674,110.4676,251.82,99,92,0.79,RU,1707082275
551,raja,8.4596,25.678,295.64,22,50,1.84,SS,1707082212
552,cockburn town,21.4612,-71.1419,297.82,77,55,5.92,TC,1707082109
553,san antonio de pale,-1.4014,5.6325,300.9,80,32,1.73,GQ,1707082275
554,obolo-eke (1),6.8833,7.6333,299.38,17,99,1.75,NG,1707082275
555,coquimbo,-29.9533,-71.3436,297.0,60,75,4.12,CL,1707082275
556,gorontalo,0.5412,123.0595,296.09,94,75,1.81,ID,1707082275
557,spas-klepiki,55.1347,40.1767,272.55,97,95,3.63,RU,1707082276
558,sosnogorsk,63.6023,53.8817,255.12,90,36,3.58,RU,1707082276
